FileName,PSL-Time taken(2loops),PSL-Size(2loops),PSL-Formula Generated(2loops),LTL-Time taken,LTL-Size,LTL-Formula Generated
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:11;vars:2.trace,712.063082456589,5,((* (true . true)) |-> x0),10000,,
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/50traces;len:11;vars:2.trace,718.876470804215,6,(X (x0 -> (X (X x1)))),210.018506175838,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:9;vars:2.trace,738.143388986588,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/500traces;len:3;vars:1.trace,773.044689655304,6,(x0 -> (G (x0 -> (X (X x0))))),340.353695699945,6,(x0 -> (G (x0 -> (X (X x0)))))
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:11;vars:2.trace,910.722368478775,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/100traces;len:9;vars:3.trace,919.635388612747,6,(X (x0 -> (X (X x1)))),218.658624792006,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/500traces;len:3;vars:2.trace,924.240261554718,6,(X (x0 -> (X (X x1)))),521.114835715853,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/100traces;len:11;vars:2.trace,941.560213327408,6,(X (x0 -> (X (X x1)))),253.223677419126,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/500traces;len:3;vars:3.trace,970.566571950912,6,(X (x0 -> (X (X x1)))),333.527068041265,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/100traces;len:5;vars:3.trace,1023.35254621506,6,(((x0 . x0) |-> x1) -> ((x0 . x0) |-> ((x0 . x0) |-> x1))),897.374753907323,7,(x0 -> (((X x1) U (X (X x1))) -> (X (X x1))))
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:5;vars:1.trace,1048.81765365601,5,((* (true . true)) |-> x0),10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/50traces;len:5;vars:3.trace,1059.45050811768,7,((x0 U (X (x0 U (X x1)))) -> (X (x0 U (X x1)))),507.287464658264,7,((x0 & ((X x1) U (X (X x1)))) -> (X (X x1)))
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:11;vars:3.trace,1094.82909965515,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/100traces;len:11;vars:3.trace,1102.59173369408,6,(X (x0 -> (X (X x1)))),288.544951370917,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/500traces;len:3;vars:2.trace,1116.978651000043,6,(x0 -> (G (x0 -> (X (X x0))))),918.213386151008,6,(x0 -> (G (x0 -> (X (X x0)))))
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:5;vars:2.trace,1195.69827342033,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:5;vars:1.trace,1205.04798746109,7,(x0 -> ((X (X x0)) & (X (X (X (X x0)))))),371.961310769897,7,(x0 -> (X (X (x0 & (X (X x0))))))
allTests/generatedTracesFromPSL/smallTests/09.trace,1267.28404712677,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/smallTests/24.trace,1295.17252659798,5,((* (true . true)) |-> x0),10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:3;vars:1.trace,1342.23673844337,5,((* (true . true)) |-> x0),10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/1000traces;len:3;vars:2.trace,1354.70339870453,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/1000traces;len:3;vars:3.trace,1383.50533747673,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:5;vars:2.trace,1416.02527809143,5,((* (true . true)) |-> x0),10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:5;vars:3.trace,1432.07260465622,5,((* (x0 . x0)) |-> x1),10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:3;vars:2.trace,1436.62071013451,5,((* (true . true)) |-> x0),10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:7;vars:1.trace,1509.56208443642,7,(x0 -> ((G (x0 U (X x0))) & (X (X x0)))),727.782977150753,7,(x0 -> ((X (X x0)) & (G ((X x0) U x0))))
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/1000traces;len:3;vars:1.trace,1661.04915881157,6,(x0 -> (G (x0 -> (X (X x0))))),1031.20820199465,6,(x0 -> (G (x0 -> (X (X x0)))))
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> (x0 | ((X x1) | (X (X x2)))))/100traces;len:5;vars:4.trace,1739.63026237488,7,((x2 U (X (x2 & x1))) -> (x1 | (X (x2 & x1)))),1552.28664856823,7,((x0 U (! x2)) -> ((! x2) | (G (x0 U (! x2)))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/500traces;len:5;vars:3.trace,1782.74230408669,6,(X (x0 -> (X (X x1)))),445.983251665253,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/100traces;len:5;vars:2.trace,10000,,,807.148621154949,7,((X x1) -> (x0 -> (X (x0 | (X x1)))))
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/50traces;len:11;vars:3.trace,10000,,,1095.36581383785,7,((x0 & (X x1)) -> (X (x0 | (X x1))))
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/100traces;len:9;vars:3.trace,10000,,,1130.02192499815,7,((x0 & (X x1)) -> (X (x0 | (X x1))))
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/50traces;len:9;vars:2.trace,10000,,,859.042070815805,7,((x0 U ((X x1) -> (G x0))) -> ((X x1) -> (G x0)))
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/50traces;len:9;vars:3.trace,10000,,,1582.76325683575,7,((x1 & (x1 U x0)) -> (G (x1 -> (x1 U x0))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/500traces;len:5;vars:2.trace,10000,,,515.160772672389,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/1000traces;len:3;vars:3.trace,10000,,,746.870430407114,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/((true . (x0 . (true . true))) |-> x1)/1000traces;len:3;vars:2.trace,10000,,,1217.53660433413,6,(X (x0 -> (X (X x1))))
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/50traces;len:11;vars:1.trace,10000,,,452.110615184065,7,(x0 -> (G ((X (x0 -> (X x0))) -> x0)))
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/1000traces;len:3;vars:2.trace,10000,,,1269.59919105889,6,(x0 -> (G (x0 -> (X (X x0)))))
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:11;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:11;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:5;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:5;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:7;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:7;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:9;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/1000traces;len:9;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:11;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:11;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:7;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:7;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:9;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:9;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/1000traces;len:5;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/1000traces;len:5;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:11;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:11;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:5;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:9;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/100traces;len:9;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/500traces;len:5;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/500traces;len:5;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/500traces;len:7;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/500traces;len:7;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . true) *) |-> (X x0))/50traces;len:7;vars:1.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/1000traces;len:5;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/1000traces;len:5;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/1000traces;len:7;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/1000traces;len:7;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:7;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:7;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:9;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:9;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/1000traces;len:3;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/1000traces;len:3;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/100traces;len:11;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/100traces;len:7;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/100traces;len:9;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/500traces;len:3;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/500traces;len:3;vars:3.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> (x0 | (X x1)))/500traces;len:5;vars:2.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/03.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/04.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/05.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/10.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/14.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/15.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/17.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/18.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/19.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/20.trace,10000,,,10000,,
allTests/generatedTracesFromPSL/smallTests/25.trace,10000,,,10000,,
