FileName,PSL-Time taken(2loops+unfoldedTraces),PSL-Size(2loops+unfoldedTraces),PSL-Formula Generated(2loops+unfoldedTraces),LTL-Time taken,LTL-Size,LTL-Formula Generated,Frequency of Size DataPoint
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:7;vars:5.trace,723.6825712,6,((x0 U ((X x2) & x2)) -> x2),163.4792036,6,((x0 U (x2 & (X x2))) -> x2),6
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/25traces;len:11;vars:2.trace,742.9439623,5,((* (true . true)) |-> x0),838.0854071,7,(X ((X (X x0)) U ((x0 & (X x0)) & (X (X x0))))),17
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:7;vars:2.trace,767.4258425,5,(G (x0 & (X x1))),328.2074116,5,(G (x0 & (X x1))),50
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/250traces;len:11;vars:2.trace,843.2802677,5,((G x0) & (X x1)),220.1940894,5,(G (x0 & (X x1))),50
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:7;vars:3.trace,857.9577684,5,(G ((X x1) & x0)),262.5865815,5,(G (x0 & (X x1))),50
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/50traces;len:9;vars:3.trace,869.5000796,5,((x0 . x1) |-> x2),129.4284002,6,(x0 -> (X (x1 -> x2))),17
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/25traces;len:9;vars:4.trace,888.2807302,6,((x3 -> (X x3)) U (! x0)),197.7237479,6,((x3 -> (X x3)) U (! x0)),6
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:3;vars:1.trace,899.4919498,6,(((* (true . true)) |-> x0) & ((* (true . true)) |-> x0)),185.9255107,7,((X x0) & (G (x0 | (X (X (X x0)))))),2
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/25traces;len:15;vars:2.trace,923.2578025,5,((* (true . true)) |-> x0),728.7620028,7,((X x0) & (G ((X x0) | (G x1)))),17
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/50traces;len:9;vars:2.trace,923.5409942,5,((* (true . true)) |-> x0),10000,,,16
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/50traces;len:11;vars:1.trace,1048.299987,5,((* (true . true)) |-> x0),640.2856221,7,((X x0) & (G ((X x0) -> (X (X (X x0)))))),17
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/25traces;len:15;vars:4.trace,1050.306175,5,((x0 . x1) |-> x2),177.4583747,6,(x0 -> (X (x1 -> x2))),17
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/25traces;len:13;vars:1.trace,1070.840529,5,((* (true . true)) |-> x0),150.8402553,6,((X x0) & (G (x0 | (X (X x0))))),17
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:9;vars:2.trace,1082.374029,6,((x0 U (x1 & x0)) -> (X x1)),157.4567387,6,((x0 U (x0 & x1)) -> (X x1)),6
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/25traces;len:11;vars:1.trace,1103.194038,5,((* (true . true)) |-> x0),762.5508888,8,((X (X (X x0))) & ((X (X x0)) & (G ((X x0) U x0)))),1
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:9;vars:3.trace,1106.250576,5,(G ((X x1) & x0)),448.0487389,5,(G (x0 & (X x1))),50
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:7;vars:2.trace,1121.58682,5,((* (x0 . x0)) |-> x1),10000,,,16
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/50traces;len:9;vars:1.trace,1136.706547,5,((* (true . true)) |-> x0),99.31412508,6,((X x0) & (G (x0 -> (X (X x0))))),17
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:7;vars:1.trace,1158.623185,5,((* (true . true)) |-> x0),773.7475946,7,((X x0) & (X (G (x0 -> (X (X x0)))))),17
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:7;vars:2.trace,1184.268185,5,((* (true . true)) |-> x0),10000,,,16
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/25traces;len:9;vars:2.trace,1227.86236,5,((* (x0 . x0)) |-> (X x0)),10000,,,16
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:15;vars:2.trace,1354.390958,4,((x0 . x0) |-> x1),361.153937,5,(x0 -> (X (x0 -> x1))),15
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/25traces;len:13;vars:4.trace,1482.994747,5,((x0 . x1) |-> x2),105.5450463,6,(x0 -> (X (x1 -> x2))),17
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:5;vars:1.trace,1487.714047,5,((* (true . true)) |-> x0),10000,,,16
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:7;vars:2.trace,1519.019741,5,((* (x0 . x0)) |-> (X x0)),10000,,,16
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/25traces;len:15;vars:2.trace,1526.574787,5,((* (x0 . x0)) |-> x1),816.2759619,7,((x0 & (X x0)) -> (x1 & (X x1))),17
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/250traces;len:13;vars:2.trace,1565.756103,5,(x0 U (G (x1 & x0))),283.425529,5,(G (x0 & (X x1))),50
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:5;vars:2.trace,1622.28459,5,((* (x0 . x0)) |-> x1),10000,,,16
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:5;vars:2.trace,1663.859823,5,((* (true . true)) |-> x0),10000,,,16
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:5;vars:3.trace,1719.873752,5,((* (x0 . x0)) |-> x1),10000,,,16
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/50traces;len:11;vars:2.trace,1769.294888,5,((* (true . true)) |-> x0),10000,,,16
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/50traces;len:13;vars:3.trace,10000,,,147.1003106,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/50traces;len:15;vars:3.trace,10000,,,191.3263925,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/100traces;len:9;vars:3.trace,10000,,,224.8190411,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:13;vars:4.trace,10000,,,228.3033772,6,(x3 -> ((F (G x1)) -> x1)),11
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:15;vars:4.trace,10000,,,262.2568606,6,((G (x1 U x2)) -> (X x2)),11
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/100traces;len:11;vars:3.trace,10000,,,268.2083324,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/50traces;len:13;vars:3.trace,10000,,,283.3894403,6,((x0 -> (X x1)) U (X (x0 -> (X x1)))),11
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/250traces;len:7;vars:3.trace,10000,,,341.2186155,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/50traces;len:15;vars:4.trace,10000,,,345.7534628,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/100traces;len:9;vars:4.trace,10000,,,450.8756958,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/250traces;len:15;vars:3.trace,10000,,,451.4971495,5,(x0 U (x0 & (G x1))),7
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:11;vars:2.trace,10000,,,469.143406,5,(G (x0 & (X x1))),7
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/25traces;len:15;vars:1.trace,10000,,,471.4244301,7,((X x0) & ((X x0) U (G (x0 -> (X (X x0)))))),6
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/100traces;len:15;vars:3.trace,10000,,,510.1053805,6,(x0 -> (X (x1 -> x2))),11
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/25traces;len:15;vars:5.trace,10000,,,511.8069057,7,(X (x1 -> (X (x2 -> x3)))),6
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:13;vars:2.trace,10000,,,543.6207608,5,(x0 U (G (x0 & x1))),7
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:13;vars:3.trace,10000,,,550.2835804,5,(G (x0 & (X x1))),7
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/25traces;len:11;vars:3.trace,10000,,,595.7269553,7,((x0 & (X x1)) -> (G x2)),6
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/25traces;len:5;vars:4.trace,10000,,,688.9905129,7,(G ((x1 U ((X x1) -> x3)) -> ((X x1) -> x3))),6
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:9;vars:2.trace,10000,,,695.1860004,7,((X (x1 | (x0 -> (G x1)))) U (x0 -> (G x1))),6
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:7;vars:4.trace,10000,,,935.1248651,8,((X (x1 & (X x2))) -> ((X x2) U x3)),1
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:15;vars:2.trace,10000,,,947.0615029,5,(x0 U (G (x0 & x1))),7
allTests/generatedTracesFromPSL/((true *) |-> (x0 & (X x1)))/500traces;len:15;vars:3.trace,10000,,,982.7019781,5,(G (x0 & (X x1))),7
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:9;vars:4.trace,10000,,,1530.144254,7,(x2 | (X ((X x2) -> ((X x2) U x3)))),6
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/100traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:13;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:15;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:7;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/250traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:13;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:15;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:3;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:3;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:5;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:5;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:7;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((true . true) *) |-> x0)/500traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:11;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:11;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:13;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:13;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:15;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:15;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:5;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:5;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:7;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:7;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:9;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/100traces;len:9;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:11;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:11;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:13;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:13;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:15;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:15;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:5;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:5;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:7;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:7;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:9;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/250traces;len:9;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/25traces;len:15;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:11;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:11;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:13;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:5;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:5;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:7;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:7;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:9;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/500traces;len:9;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:11;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:11;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:13;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . (x1 . x2)) *) |-> x3)/50traces;len:15;vars:5.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:13;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:5;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:7;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/100traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:13;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:15;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:5;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:7;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/250traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/25traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:13;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:15;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:5;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:5;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:7;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/500traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:11;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:13;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:15;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> (X x0))/50traces;len:9;vars:1.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:11;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:13;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:15;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/100traces;len:9;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:11;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:13;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:15;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:7;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/250traces;len:9;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/25traces;len:15;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:11;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:11;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:13;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:15;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:15;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:5;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:5;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:7;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:7;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:9;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/500traces;len:9;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/50traces;len:13;vars:2.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x0) *) |-> x1)/50traces;len:15;vars:3.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/100traces;len:11;vars:4.trace,10000,,,10000,,,195
allTests/generatedTracesFromPSL/(((x0 . x1) *) |-> x2)/100traces;len:13;vars:3.trace,10000,,,10000,,,195
